contact_id,pseudo_patient_id,timestamp,channel,service_line,raw_text,intent,category,journey_stage,root_cause,sentiment,urgency,default_route,safety_sensitive,chatbot_eligible,proactive_candidate,synthetic_issue_pattern,repeat_contact_14d
C0007519,P003151,2026-02-07 19:02:00,social,NHS prescription,"@support How do I track my medicine delivry? Also, Royal Mail tracking has not moved and my delivery is late.",delivery_tracking,Dispatch and delivery,Dispatched,Customer requests tracking details,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0007520,P005862,2026-02-07 19:07:53,phone_transcript,NHS prescription,right so The order is stuck at clinical review asap,clinical_review_delay,Clinical and dispensing,Clinical review,Pharmacist review pending,negative,standard,Human adviser,False,False,False,standard_known_intent,False
C0007521,P003333,2026-02-07 19:08:45,phone_transcript,NHS prescription,"hi I am calling because One item is out of stock, when will it be available?. DOB 20/08/1984",medicine_unavailable,Clinical and dispensing,Dispensing,Stock availability issue,negative,standard,Human adviser,False,False,False,standard_known_intent,False
C0007522,P002387,2026-02-07 19:09:08,phone_transcript,NHS prescription,hi I am calling cos Where can I find my Royal Mail tracking number? thanks,delivery_tracking,Dispatch and delivery,Dispatched,Customer requests tracking details,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,True
C0007523,P001921,2026-02-07 19:09:30,live_chat,NHS prescription,pls help: My medicine has been in clinical review since yesterday thanks,clinical_review_delay,Clinical and dispensing,Clinical review,Pharmacist review pending,negative,priority,Human adviser,False,False,False,standard_known_intent,False
C0007524,P005142,2026-02-07 19:15:38,phone_transcript,NHS prescription,right so Why have you not received my prescription yet?!!!,prescription_not_received,Prescription request,Request,Prescription request not visible,negative,standard,Human adviser,False,False,False,standard_known_intent,False
C0007525,P001549,2026-02-07 19:19:54,email,NHS prescription,"Hello, Why have you not received my prescription yet? asap",prescription_not_received,Prescription request,Request,Prescription request not visible,negative,priority,Human adviser,False,False,False,standard_known_intent,True
C0007526,P000197,2026-02-07 19:32:23,app_review,Online Doctor or shop,When will my shop refund arrive?!!!,refund_query,Online Doctor and shop,Shop or Online Doctor,Refund progress query,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0007527,P002972,2026-02-07 19:42:50,phone_transcript,NHS prescription,hello um There is a stock issue with my tablets please,medicine_unavailable,Clinical and dispensing,Dispensing,Stock availability issue,negative,standard,Human adviser,False,False,False,standard_known_intent,False
C0007528,P001763,2026-02-07 20:05:56,phone_transcript,NHS prescription,hello um How do I track my medicine delivery?.,delivery_tracking,Dispatch and delivery,Dispatched,Customer requests tracking details,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,True
C0007529,P002836,2026-02-07 20:19:00,phone_transcript,NHS prescription,hello um You said my medicine is unavailable. My phone is 07295649467 DOB 17/08/1978,medicine_unavailable,Clinical and dispensing,Dispensing,Stock availability issue,negative,priority,Human adviser,False,False,False,standard_known_intent,False
C0007530,P001050,2026-02-07 20:29:34,phone_transcript,Online Doctor or shop,"please can you help, Has my private prescription been dispatched?!!! My phone is 07487340869 email pat64@example.com",online_doctor_order_status,Online Doctor and shop,Shop or Online Doctor,Private service order status,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0007531,P002149,2026-02-07 20:33:35,email,NHS prescription,"Dear team, Please send future prescrptions to my new address please",change_delivery_address,Account management,Account,Delivery address needs update,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0007532,P005198,2026-02-07 20:47:50,app_review,NHS prescription,pls fix this: Can you check the pharmacy processing step?,split_order_request,Clinical and dispensing,Dispensing,One item delays a multi-item order,neutral,standard,Human adviser,False,False,False,standard_known_intent,False
C0007533,P004490,2026-02-07 20:49:46,phone_transcript,NHS prescription,hello um Why is my prescription still with my GP?,waiting_gp_approval,GP approval,Await GP approval,GP approval pending,negative,standard,Proactive message,False,True,True,standard_known_intent,True
C0007534,P000757,2026-02-07 21:08:13,live_chat,NHS prescription,Why is the pharmacist check taking so long? My phone is 07885775773,clinical_review_delay,Clinical and dispensing,Clinical review,Pharmacist review pending,negative,priority,Human adviser,False,False,False,standard_known_intent,True
C0007535,P000921,2026-02-07 21:10:14,app_review,NHS prescription,Not happy. My GP says they sent the prescription but it is not showing. from Oakfield Medical Centre,prescription_not_received,Prescription request,Request,Prescription request not visible,negative,standard,Human adviser,False,False,False,standard_known_intent,False
C0007536,P007112,2026-02-07 21:13:49,app_review,NHS prescription,The medicine parcel is delayed after dispatch asap,delivery_delayed,Dispatch and delivery,Delivery,Carrier delay after dispatch,negative,priority,Proactive message,False,True,True,standard_known_intent,False
C0007537,P000129,2026-02-07 21:23:25,live_chat,NHS prescription,"pls help: Why is my prescription still with my GP? Also, Why is the pharmacist check taking so long?.",waiting_gp_approval,GP approval,Await GP approval,GP approval pending,negative,standard,Proactive message,False,True,True,standard_known_intent,False
C0007538,P004212,2026-02-07 21:24:00,phone_transcript,NHS prescription,right so I moved house and need to update my address asap,change_delivery_address,Account management,Account,Delivery address needs update,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0007539,P001019,2026-02-07 21:30:58,email,NHS prescription,"Hello, How do I track my meds delivery?.",delivery_tracking,Dispatch and delivery,Dispatched,Customer requests tracking details,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0007540,P003273,2026-02-07 21:44:04,email,NHS prescription,"Hello, Why is the pharmacist check taking so long?",clinical_review_delay,Clinical and dispensing,Clinical review,Pharmacist review pending,negative,standard,Human adviser,False,False,False,standard_known_intent,False
C0007541,P000862,2026-02-07 21:59:54,phone_transcript,NHS prescription,right so My meds order has not arrived yet.,delivery_delayed,Dispatch and delivery,Delivery,Carrier delay after dispatch,negative,priority,Proactive message,False,True,True,standard_known_intent,True
C0007542,P007085,2026-02-07 22:01:48,phone_transcript,NHS prescription,"please can you help, One item is out of stock, when will it be available? please",medicine_unavailable,Clinical and dispensing,Dispensing,Stock availability issue,negative,priority,Human adviser,False,False,False,standard_known_intent,False
C0007543,P003145,2026-02-07 22:06:28,phone_transcript,NHS prescription,"pls can you help, My order has been packing for two days and is not dispatched asap",not_dispatched,Dispatch and delivery,Packing,Order packed but not dispatched,negative,standard,Proactive message,False,True,True,standard_known_intent,False
C0007544,P007125,2026-02-07 22:10:56,app_review,NHS prescription,App issue: The medicine parcel is delayed after dispatch please,delivery_delayed,Dispatch and delivery,Delivery,Carrier delay after dispatch,negative,priority,Proactive message,False,True,True,standard_known_intent,False
C0007545,P007430,2026-02-07 22:16:04,live_chat,NHS prescription,hi - Can you tell me what is happening with my parcel?!!!,delivery_tracking,Dispatch and delivery,Dispatched,Customer requests tracking details,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0007546,P007398,2026-02-07 22:22:31,email,NHS prescription,"Hi support, I am going away next week, can I order my medication early? Also, I need to request my usual tablets again please",early_repeat_request,Prescription request,Request,Request submitted earlier than expected,neutral,standard,Human adviser,False,False,False,standard_known_intent,False
C0007547,P003163,2026-02-07 22:26:01,phone_transcript,NHS prescription,"please can you help, The parcel is missing even though it says delivered please",parcel_not_received,Dispatch and delivery,Delivery,Parcel marked delivered or overdue,negative,standard,Human adviser,False,False,False,standard_known_intent,True
C0007548,P002671,2026-02-07 22:30:29,social,Online Doctor or shop,Please respond: Please check my private order thanks,online_doctor_order_status,Online Doctor and shop,Shop or Online Doctor,Private service order status,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0007549,P005273,2026-02-07 22:33:14,email,NHS prescription,"Hello, My GP says they sent the prescription but it is not showing!!!",prescription_not_received,Prescription request,Request,Prescription request not visible,negative,standard,Human adviser,False,False,False,standard_known_intent,False
C0007550,P003686,2026-02-07 22:33:38,live_chat,NHS prescription,You said my medicine is unavailable!!!,medicine_unavailable,Clinical and dispensing,Dispensing,Stock availability issue,negative,standard,Human adviser,False,False,False,standard_known_intent,False
C0007551,P007462,2026-02-07 22:38:44,phone_transcript,NHS prescription,hello um The parcel is missing even though it says delivered asap,parcel_not_received,Dispatch and delivery,Delivery,Parcel marked delivered or overdue,negative,priority,Human adviser,False,False,False,standard_known_intent,False
C0007552,P000202,2026-02-07 22:39:37,email,NHS prescription,"Dear team, Royal Mail tracking has not moved and my delivery is late please My phone is 07236409508",delivery_delayed,Dispatch and delivery,Delivery,Carrier delay after dispatch,negative,standard,Proactive message,False,True,True,standard_known_intent,False
C0007553,P004593,2026-02-07 22:41:08,live_chat,NHS prescription,hi - The prescription is ready but has not left the warehouse!!!,not_dispatched,Dispatch and delivery,Packing,Order packed but not dispatched,negative,standard,Proactive message,False,True,True,standard_known_intent,False
C0007554,P007346,2026-02-07 23:00:32,email,NHS prescription,"Hi support, How do I track my medicine delivery?",delivery_tracking,Dispatch and delivery,Dispatched,Customer requests tracking details,positive,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0007555,P001443,2026-02-07 23:12:01,phone_transcript,NHS prescription,"pls can you help, I am going away next week, can I order my medication early?",early_repeat_request,Prescription request,Request,Request submitted earlier than expected,neutral,standard,Human adviser,False,False,False,standard_known_intent,False
C0007556,P001720,2026-02-07 23:13:07,live_chat,NHS prescription,"hi - Tracking says delivered but there is no parcel here Also, How do I track my medicine delivery? thanks",parcel_not_received,Dispatch and delivery,Delivery,Parcel marked delivered or overdue,negative,standard,Human adviser,False,False,False,standard_known_intent,False
C0007557,P006151,2026-02-07 23:13:49,phone_transcript,NHS prescription,hello um Please help with my issue email pat46@example.com,unclear_or_out_of_scope,Out-of-scope,Unknown,Insufficient information,neutral,standard,Human adviser,False,False,False,standard_known_intent,False
C0007558,P004803,2026-02-07 23:25:25,live_chat,NHS prescription,pls help: The app says awaiting GP approval for days.,waiting_gp_approval,GP approval,Await GP approval,GP approval pending,negative,standard,Proactive message,False,True,True,standard_known_intent,False
C0007559,P003436,2026-02-07 23:33:55,app_review,NHS prescription,The app says awaiting GP approval for days asap my name is Alex Smith,waiting_gp_approval,GP approval,Await GP approval,GP approval pending,negative,standard,Proactive message,False,True,True,standard_known_intent,False
C0007560,P005967,2026-02-07 23:38:32,phone_transcript,NHS prescription,"hello um Urgent, I need my inhaler and there is none left thanks",urgent_ran_out_medicine,Safety-sensitive,Urgent support,Customer reports no medicine remaining,negative,urgent clinical escalation,Clinical escalation,True,False,False,standard_known_intent,False
C0007561,P005654,2026-02-07 23:38:55,live_chat,NHS prescription,hi - I have no medicine left and cannot wait for delivery!!!,urgent_ran_out_medicine,Safety-sensitive,Urgent support,Customer reports no medicine remaining,negative,urgent clinical escalation,Clinical escalation,True,False,False,standard_known_intent,False
C0007562,P001417,2026-02-07 23:40:13,phone_transcript,NHS prescription,hello um The parcel is missing even though it says delivered.,parcel_not_received,Dispatch and delivery,Delivery,Parcel marked delivered or overdue,negative,standard,Human adviser,False,False,False,standard_known_intent,True
C0007563,P005423,2026-02-07 23:41:23,phone_transcript,NHS prescription,"right so My order is waiting for GP aproval, what should I do?.",waiting_gp_approval,GP approval,Await GP approval,GP approval pending,negative,standard,Proactive message,False,True,True,standard_known_intent,False
C0007564,P006582,2026-02-07 23:46:22,email,NHS prescription,"Hi support, Tracking says delivered but there is no parcel here.",parcel_not_received,Dispatch and delivery,Delivery,Parcel marked delivered or overdue,negative,standard,Human adviser,False,False,False,standard_known_intent,True
C0007565,P001764,2026-02-07 23:49:29,social,NHS prescription,@support Can you send the available items now and the missing one later? asap,split_order_request,Clinical and dispensing,Dispensing,One item delays a multi-item order,positive,standard,Human adviser,False,False,False,standard_known_intent,False
C0007566,P004410,2026-02-07 23:59:33,live_chat,NHS prescription,How do I track my medicine delivery? thanks,delivery_tracking,Dispatch and delivery,Dispatched,Customer requests tracking details,positive,standard,FAQ self-service,False,True,False,standard_known_intent,True
C0007567,P001288,2026-02-07 23:59:58,app_review,NHS prescription,"Not happy. My medicines have not arrived at all Also, Please send me the tracking link for my parcel asap",parcel_not_received,Dispatch and delivery,Delivery,Parcel marked delivered or overdue,negative,standard,Human adviser,False,False,False,standard_known_intent,True
C0007568,P003547,2026-02-08 00:10:12,email,Online Doctor or shop,"Dear team, Can I track the order from my online consultation? thanks",online_doctor_order_status,Online Doctor and shop,Shop or Online Doctor,Private service order status,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0007569,P002960,2026-02-08 00:22:45,phone_transcript,NHS prescription,right so I have run out of my tablets and need help today.,urgent_ran_out_medicine,Safety-sensitive,Urgent support,Customer reports no medicine remaining,negative,urgent clinical escalation,Clinical escalation,True,False,False,standard_known_intent,False
C0007570,P002641,2026-02-08 00:23:09,phone_transcript,Online Doctor or shop,right so Can I track the order from my online consultation?!!!,online_doctor_order_status,Online Doctor and shop,Shop or Online Doctor,Private service order status,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0007571,P003090,2026-02-08 00:30:40,phone_transcript,NHS prescription,hello um Can you check what happened to my request?,repeat_prescription_request,Prescription request,Request,Routine repeat request,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0007572,P002133,2026-02-08 00:33:47,live_chat,NHS prescription,hi - The app says awaiting GP aproval for days!!! My phone is 07805784959 DOB 04/09/1957,waiting_gp_approval,GP approval,Await GP approval,GP approval pending,negative,standard,Proactive message,False,True,True,standard_known_intent,True
C0007573,P000733,2026-02-08 00:35:45,phone_transcript,NHS prescription,"hi I am calling because My order is waiting for GP approval, what should I do? Also, Why have you not received my prescription yet?!!!",waiting_gp_approval,GP approval,Await GP approval,GP approval pending,negative,priority,Proactive message,False,True,True,standard_known_intent,True
C0007574,P002891,2026-02-08 00:40:45,social,NHS prescription,@support The doctor-related status looks wrong.,waiting_gp_approval,GP approval,Await GP approval,GP approval pending,negative,standard,Proactive message,False,True,True,standard_known_intent,False
C0007575,P006951,2026-02-08 00:40:56,live_chat,NHS prescription,I want to make a complaint about the service pls,complaint_service,Service access,Service,General service complaint,negative,standard,Human adviser,False,False,False,standard_known_intent,False
C0007576,P006959,2026-02-08 00:51:57,phone_transcript,NHS prescription,hi I am calling because I forgot my password and cannot access my prescription thanks,login_issue,Account management,Account,Account access problem,negative,priority,FAQ self-service,False,True,False,standard_known_intent,False
C0007577,P002078,2026-02-08 01:06:45,social,NHS prescription,@support My prescription should have arrived yesterday!!!,delivery_delayed,Dispatch and delivery,Delivery,Carrier delay after dispatch,negative,standard,Proactive message,False,True,True,standard_known_intent,False
C0007578,P002849,2026-02-08 01:13:02,phone_transcript,NHS prescription,"please can you help, How can I change my delivery address?",change_delivery_address,Account management,Account,Delivery address needs update,positive,standard,FAQ self-service,False,True,False,standard_known_intent,True
C0007579,P006573,2026-02-08 01:14:19,email,NHS prescription,"Hello, Please help with my issue thanks",unclear_or_out_of_scope,Out-of-scope,Unknown,Insufficient information,neutral,standard,Human adviser,False,False,False,standard_known_intent,False
C0007580,P001300,2026-02-08 01:19:23,app_review,NHS prescription,When will you post my tablets?!!! postcode SW1A 1AA,not_dispatched,Dispatch and delivery,Packing,Order packed but not dispatched,negative,priority,Proactive message,False,True,True,standard_known_intent,False
C0007581,P004043,2026-02-08 01:21:45,email,NHS prescription,"Dear team, My medicines have not arrived at all!!! email alex31@example.com",parcel_not_received,Dispatch and delivery,Delivery,Parcel marked delivered or overdue,negative,priority,Human adviser,False,False,False,standard_known_intent,False
C0007582,P004449,2026-02-08 01:23:07,email,NHS prescription,"Dear team, Can I reorder my regular medicine through the app? please",repeat_prescription_request,Prescription request,Request,Routine repeat request,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0007583,P006032,2026-02-08 01:28:23,phone_transcript,NHS prescription,right so You said my meds is unavailable!!! postcode LS15 8GB,medicine_unavailable,Clinical and dispensing,Dispensing,Stock availability issue,negative,standard,Human adviser,False,False,False,standard_known_intent,True
C0007584,P002199,2026-02-08 01:29:25,email,NHS prescription,Please help. I want to make a complaint about the service!!!,complaint_service,Service access,Service,General service complaint,negative,standard,Human adviser,False,False,False,standard_known_intent,False
C0007585,P001514,2026-02-08 01:31:48,phone_transcript,NHS prescription,hi I am calling because I have contacted you twice and nobody has resolved this.,complaint_service,Service access,Service,General service complaint,negative,standard,Human adviser,False,False,False,standard_known_intent,False
C0007586,P003719,2026-02-08 01:36:47,phone_transcript,NHS prescription,hello um My medicines have not arrived at all!!!,parcel_not_received,Dispatch and delivery,Delivery,Parcel marked delivered or overdue,negative,standard,Human adviser,False,False,False,standard_known_intent,False
C0007587,P002925,2026-02-08 01:39:03,phone_transcript,Online Doctor or shop,"please can you help, When will my shop refund arrive? please",refund_query,Online Doctor and shop,Shop or Online Doctor,Refund progress query,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0007588,P002666,2026-02-08 01:41:55,live_chat,NHS prescription,You said my medicine is unavailable pls order no P2U-770257,medicine_unavailable,Clinical and dispensing,Dispensing,Stock availability issue,negative,priority,Human adviser,False,False,False,standard_known_intent,True
C0007589,P006101,2026-02-08 01:42:25,email,NHS prescription,"Please help. My prescription should have arrived yesterday Also, Please send me the tracking link for my parcel asap",delivery_delayed,Dispatch and delivery,Delivery,Carrier delay after dispatch,negative,priority,Proactive message,False,True,True,standard_known_intent,True
C0007590,P005570,2026-02-08 01:43:27,live_chat,NHS prescription,How do I track my medicine delivery?.,delivery_tracking,Dispatch and delivery,Dispatched,Customer requests tracking details,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,True
C0007591,P001074,2026-02-08 01:55:33,phone_transcript,NHS prescription,hi I am calling because How do I track my medicine delivery? asap,delivery_tracking,Dispatch and delivery,Dispatched,Customer requests tracking details,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0007592,P004187,2026-02-08 02:17:30,live_chat,NHS prescription,hello The delivery status has not changed thanks,delivery_tracking,Dispatch and delivery,Dispatched,Customer requests tracking details,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0007593,P006754,2026-02-08 02:33:38,phone_transcript,NHS prescription,"hi I am calling because Urgent, I need my inhaler and there is none left!!!",urgent_ran_out_medicine,Safety-sensitive,Urgent support,Customer reports no medicine remaining,negative,urgent clinical escalation,Clinical escalation,True,False,False,standard_known_intent,True
C0007594,P002799,2026-02-08 02:38:36,phone_transcript,NHS prescription,hello um Where can I find my Royal Mail tracking no? thanks My phone is 07508384237,delivery_tracking,Dispatch and delivery,Dispatched,Customer requests tracking details,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0007595,P003225,2026-02-08 02:53:14,phone_transcript,NHS prescription,right so When will you post my tablets?,not_dispatched,Dispatch and delivery,Packing,Order packed but not dispatched,negative,priority,Proactive message,False,True,True,standard_known_intent,False
C0007596,P007399,2026-02-08 03:18:21,phone_transcript,NHS prescription,hi I am calling because The app says awaiting GP approval for days,waiting_gp_approval,GP approval,Await GP approval,GP approval pending,negative,priority,Proactive message,False,True,True,standard_known_intent,False
C0007597,P004941,2026-02-08 03:21:06,app_review,NHS prescription,"Not happy. Royal Mail tracking has not moved and my delivry is late Also, Tracking says delivered but there is no parcel here!!! My phone is 07238647348",delivery_delayed,Dispatch and delivery,Delivery,Carrier delay after dispatch,negative,standard,Proactive message,False,True,True,standard_known_intent,True
C0007598,P001618,2026-02-08 03:21:36,phone_transcript,NHS prescription,hello um My prescription should have arrived yday please,delivery_delayed,Dispatch and delivery,Delivery,Carrier delay after dispatch,negative,priority,Proactive message,False,True,True,standard_known_intent,True
C0007599,P003371,2026-02-08 03:40:12,app_review,NHS prescription,Not happy. I need to request my usual tablets again.,repeat_prescription_request,Prescription request,Request,Routine repeat request,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0007600,P003619,2026-02-08 03:44:00,email,NHS prescription,Please help. Please send future prescriptions to my new address,change_delivery_address,Account management,Account,Delivery address needs update,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0007601,P002914,2026-02-08 03:52:53,live_chat,NHS prescription,"hello My order is waiting for GP approval, what should I do? thanks",waiting_gp_approval,GP approval,Await GP approval,GP approval pending,negative,priority,Proactive message,False,True,True,standard_known_intent,True
C0007602,P004884,2026-02-08 04:28:26,social,NHS prescription,Why is the pharmacist check taking so long?!!!,clinical_review_delay,Clinical and dispensing,Clinical review,Pharmacist review pending,negative,standard,Human adviser,False,False,False,standard_known_intent,True
C0007603,P005105,2026-02-08 04:28:41,phone_transcript,NHS prescription,right so I have run out of my tablets and need help today,urgent_ran_out_medicine,Safety-sensitive,Urgent support,Customer reports no medicine remaining,negative,urgent clinical escalation,Clinical escalation,True,False,False,standard_known_intent,False
C0007604,P004592,2026-02-08 04:32:53,email,NHS prescription,"Hello, There is an issue in my account thanks",change_delivery_address,Account management,Account,Delivery address needs update,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0007605,P003554,2026-02-08 04:34:58,live_chat,NHS prescription,pls help: I did not receive my reorder reminder.,reminder_missing,Reminders and notifications,Notifications,Reorder reminder not received,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0007606,P004689,2026-02-08 04:38:07,phone_transcript,NHS prescription,hi I am calling because There is a stock issue with my tablets asap,medicine_unavailable,Clinical and dispensing,Dispensing,Stock availability issue,negative,priority,Human adviser,False,False,False,standard_known_intent,True
C0007607,P001770,2026-02-08 05:00:06,phone_transcript,NHS prescription,hi I am calling because How can I change my delivery address? please,change_delivery_address,Account management,Account,Delivery address needs update,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0007608,P002492,2026-02-08 05:04:58,app_review,NHS prescription,I moved house and need to update my address asap,change_delivery_address,Account management,Account,Delivery address needs update,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0007609,P003198,2026-02-08 05:09:36,phone_transcript,NHS prescription,hello um Please help me with my acct settings asap,change_delivery_address,Account management,Account,Delivery address needs update,positive,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0007610,P004707,2026-02-08 05:23:05,live_chat,Online Doctor or shop,hello Has my private prescription been dispatched? please,online_doctor_order_status,Online Doctor and shop,Shop or Online Doctor,Private service order status,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0007611,P006872,2026-02-08 05:32:11,phone_transcript,NHS prescription,"pls can you help, How can I change my delivery address?",change_delivery_address,Account management,Account,Delivery address needs update,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0007612,P000069,2026-02-08 05:41:08,social,Online Doctor or shop,@support I returned an item and need a refund update please,refund_query,Online Doctor and shop,Shop or Online Doctor,Refund progress query,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,True
C0007613,P006426,2026-02-08 05:46:27,live_chat,NHS prescription,hello My prescription is still waiting and I do not know why please,waiting_gp_approval,GP approval,Await GP approval,GP approval pending,negative,standard,Proactive message,False,True,True,standard_known_intent,False
C0007614,P002830,2026-02-08 06:04:49,phone_transcript,NHS prescription,hello um The app says awaiting GP approval for days.,waiting_gp_approval,GP approval,Await GP approval,GP approval pending,negative,standard,Proactive message,False,True,True,standard_known_intent,True
C0007615,P003793,2026-02-08 06:11:02,phone_transcript,NHS prescription,"hello um I am going away next week, can I order my medication early? please",early_repeat_request,Prescription request,Request,Request submitted earlier than expected,neutral,standard,Human adviser,False,False,False,standard_known_intent,False
C0007616,P005749,2026-02-08 06:22:52,app_review,NHS prescription,Not happy. My prescription is still waiting and I do not know why,gp_declined_request,GP approval,Await GP approval,GP declined or changed request,negative,priority,Human adviser,False,False,False,standard_known_intent,False
C0007617,P003473,2026-02-08 06:31:03,email,NHS prescription,"Dear team, The prescription is ready but has not left the warehouse Also, How do I track my medicine delivery? please order no P2U-197856",not_dispatched,Dispatch and delivery,Packing,Order packed but not dispatched,negative,standard,Proactive message,False,True,True,standard_known_intent,False
C0007618,P003113,2026-02-08 06:39:01,phone_transcript,NHS prescription,right so The prescription is ready but has not left the warehouse!!! My phone is 07262064738,not_dispatched,Dispatch and delivery,Packing,Order packed but not dispatched,negative,standard,Proactive message,False,True,True,standard_known_intent,True
C0007619,P004184,2026-02-08 06:50:33,phone_transcript,NHS prescription,hi I am calling because You said my medicine is unavailable thanks email jo82@example.com,medicine_unavailable,Clinical and dispensing,Dispensing,Stock availability issue,negative,standard,Human adviser,False,False,False,standard_known_intent,False
C0007620,P006249,2026-02-08 07:00:28,phone_transcript,NHS prescription,hi I am calling because The app will not let me sign in thanks,login_issue,Account management,Account,Account access problem,negative,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0007621,P002128,2026-02-08 07:07:39,live_chat,NHS prescription,"Please send me the tracking link for my parcel Also, The prescription is ready but has not left the warehouse asap",delivery_tracking,Dispatch and delivery,Dispatched,Customer requests tracking details,positive,standard,FAQ self-service,False,True,False,standard_known_intent,True
C0007622,P000585,2026-02-08 07:12:33,phone_transcript,NHS prescription,hello um Why is my prescrption still with my GP? please,waiting_gp_approval,GP approval,Await GP approval,GP approval pending,negative,priority,Proactive message,False,True,True,standard_known_intent,False
C0007623,P006314,2026-02-08 07:20:10,email,NHS prescription,"Dear team, The app did not remind me to request my tablets!!!",reminder_missing,Reminders and notifications,Notifications,Reorder reminder not received,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0007624,P000359,2026-02-08 07:30:03,phone_transcript,NHS prescription,hello um My repeat medicine request does not look right!!!,repeat_prescription_request,Prescription request,Request,Routine repeat request,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0007625,P002119,2026-02-08 07:32:17,phone_transcript,NHS prescription,hi I am calling because Please help me with my account settings,change_delivery_address,Account management,Account,Delivery address needs update,positive,standard,FAQ self-service,False,True,False,standard_known_intent,True
C0007626,P003098,2026-02-08 07:34:02,live_chat,NHS prescription,"pls help: My medicine has been in clinical review since yesterday Also, Why is my prescription still with my GP? please",clinical_review_delay,Clinical and dispensing,Clinical review,Pharmacist review pending,negative,priority,Human adviser,False,False,False,standard_known_intent,False
C0007627,P005940,2026-02-08 07:56:18,phone_transcript,NHS prescription,hi I am calling because The app will not let me sign in email alex97@example.com,login_issue,Account management,Account,Account access problem,negative,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0007628,P004361,2026-02-08 07:58:59,email,NHS prescription,Please help. Can you check what happened to my request? please,repeat_prescription_request,Prescription request,Request,Routine repeat request,neutral,standard,FAQ self-service,False,True,False,standard_known_intent,False
C0007629,P000369,2026-02-08 08:00:03,email,NHS prescription,"Dear team, Can the rest of my medication be dispatched separately?!!!",split_order_request,Clinical and dispensing,Dispensing,One item delays a multi-item order,positive,standard,Human adviser,False,False,False,standard_known_intent,False
C0007630,P002780,2026-02-08 08:18:59,phone_transcript,NHS prescription,hello um My prescription should have arrived yesterday asap,delivery_delayed,Dispatch and delivery,Delivery,Carrier delay after dispatch,negative,priority,Proactive message,False,True,True,standard_known_intent,False
C0007631,P005439,2026-02-08 08:24:03,email,NHS prescription,"Hello, The app will not let me sign in asap",login_issue,Account management,Account,Account access problem,negative,priority,FAQ self-service,False,True,False,standard_known_intent,False
C0007632,P003121,2026-02-08 08:27:48,app_review,NHS prescription,App issue: Can someone contact me?!!! order no P2U-557322,unclear_or_out_of_scope,Out-of-scope,Unknown,Insufficient information,negative,standard,Human adviser,False,False,False,standard_known_intent,False
C0007633,P006631,2026-02-08 08:53:19,app_review,NHS prescription,The order is stuck at clinical review.,clinical_review_delay,Clinical and dispensing,Clinical review,Pharmacist review pending,negative,standard,Human adviser,False,False,False,standard_known_intent,True
C0007634,P005120,2026-02-08 08:59:52,phone_transcript,NHS prescription,hello um There is a stock issue with my tablets.,medicine_unavailable,Clinical and dispensing,Dispensing,Stock availability issue,negative,standard,Human adviser,False,False,False,standard_known_intent,True
C0007635,P006096,2026-02-08 09:01:55,phone_transcript,NHS prescription,"please can you help, The parcel is missing even though it says delivered asap My phone is 07918246634",parcel_not_received,Dispatch and delivery,Delivery,Parcel marked delivered or overdue,negative,priority,Human adviser,False,False,False,standard_known_intent,False
